velocity (km/s),I_data (K),I_fit (K),HINSA_I (K),CNM1_I (K)           ,CNM2_I (K),CNM3_I (K),WNM_I (K),V_data (K),V_fit (K),HINSA_V (K)
27.551480,-0.031738,0.026279,0.000000,0.000000,0.000000,0.000000,0.026279,-0.008019,0.000014,0.000000
27.652120,-0.021794,0.024735,0.000000,0.000000,0.000000,0.000000,0.024735,-0.009673,0.000013,0.000000
27.752760,-0.006740,0.023276,0.000000,0.000000,0.000000,0.000000,0.023276,-0.002899,0.000012,0.000000
27.853400,0.024354,0.021898,0.000000,0.000000,0.000000,0.000000,0.021898,0.002445,0.000012,0.000000
27.954040,0.039928,0.020596,0.000000,0.000000,0.000000,0.000000,0.020596,0.002829,0.000011,0.000000
28.054680,0.038511,0.019368,0.000000,0.000000,0.000000,0.000000,0.019368,0.001191,0.000010,0.000000
28.155320,0.073105,0.018207,0.000000,0.000000,0.000000,0.000000,0.018207,-0.000119,0.000010,0.000000
28.255960,0.099639,0.017113,0.000000,0.000000,0.000000,0.000000,0.017113,-0.005779,0.000009,0.000000
28.356600,0.108293,0.016080,0.000000,0.000000,0.000000,0.000000,0.016080,-0.007475,0.000009,0.000000
28.457250,0.160086,0.015106,0.000000,0.000000,0.000000,0.000000,0.015106,0.000696,0.000008,0.000000
28.557890,0.163890,0.014187,0.000000,0.000000,0.000000,0.000000,0.014187,0.002632,0.000008,0.000000
28.658530,0.178314,0.013321,0.000000,0.000000,0.000000,0.000000,0.013321,-0.001144,0.000007,0.000000
28.759170,0.221638,0.012505,0.000000,0.000000,0.000000,0.000000,0.012505,0.002383,0.000007,0.000000
28.859810,0.236161,0.011736,0.000000,0.000000,0.000000,0.000000,0.011736,0.006285,0.000006,0.000000
28.960450,0.258275,0.011011,0.000000,0.000000,0.000000,0.000000,0.011011,0.007444,0.000006,0.000000
29.061090,0.270269,0.010329,0.000000,0.000000,0.000000,0.000000,0.010329,0.008219,0.000006,0.000000
29.161730,0.302683,0.009687,0.000000,0.000000,0.000000,0.000000,0.009687,0.003690,0.000005,0.000000
29.262370,0.311656,0.009082,0.000000,0.000000,0.000000,0.000000,0.009082,-0.004869,0.000005,0.000000
29.363010,0.340150,0.008513,0.000000,0.000000,0.000000,0.000000,0.008513,-0.010277,0.000005,0.000000
29.463650,0.389234,0.007978,0.000000,0.000000,0.000000,0.000000,0.007978,-0.010732,0.000005,0.000000
29.564300,0.403647,0.007474,0.000000,0.000000,0.000000,0.000000,0.007474,-0.003253,0.000004,0.000000
29.664940,0.433191,0.007001,0.000000,0.000000,0.000000,0.000000,0.007001,0.006574,0.000004,0.000000
29.765580,0.446105,0.006556,0.000000,0.000000,0.000000,0.000000,0.006556,0.003689,0.000004,0.000000
29.866220,0.490479,0.006138,0.000000,0.000000,0.000000,0.000000,0.006138,-0.008040,0.000004,0.000000
29.966860,0.511693,0.005745,0.000000,0.000000,0.000000,0.000000,0.005745,-0.012926,0.000003,0.000000
