velocity (km/s),HINSAV_data (K),HINSAV_fit (K),CNM1_data (K),CNM1_fit (K),           CNM2_data (K),CNM2_fit (K),CNM3_data (K),CNM3_fit (K),WNM_data (K),WNM_fit (K)
-10.289530,-0.007134,0.000000,-0.007134,0.000000,-0.007217,-0.000083,-0.007134,0.000000,-0.008837,-0.001703
-10.188890,-0.016611,-0.000000,-0.016611,0.000000,-0.016708,-0.000097,-0.016611,0.000000,-0.018353,-0.001742
-10.088250,-0.018435,0.000000,-0.018435,0.000000,-0.018549,-0.000114,-0.018435,0.000000,-0.020217,-0.001782
-9.987610,-0.017759,0.000000,-0.017759,0.000000,-0.017892,-0.000133,-0.017759,0.000000,-0.019580,-0.001821
-9.886960,-0.018275,0.000000,-0.018275,0.000000,-0.018430,-0.000155,-0.018275,0.000000,-0.020136,-0.001861
-9.786320,-0.014191,0.000000,-0.014191,0.000000,-0.014371,-0.000181,-0.014191,0.000000,-0.016092,-0.001901
-9.685680,-0.006747,0.000000,-0.006747,0.000000,-0.006957,-0.000210,-0.006747,0.000000,-0.008688,-0.001941
-9.585040,-0.006705,-0.000000,-0.006705,0.000000,-0.006949,-0.000244,-0.006705,0.000000,-0.008686,-0.001981
-9.484400,-0.002338,0.000000,-0.002338,0.000000,-0.002621,-0.000282,-0.002338,0.000000,-0.004358,-0.002020
-9.383760,-0.003092,-0.000000,-0.003092,0.000000,-0.003418,-0.000326,-0.003092,0.000000,-0.005151,-0.002059
-9.283120,-0.009112,0.000000,-0.009112,0.000000,-0.009489,-0.000376,-0.009112,0.000000,-0.011210,-0.002098
-9.182480,-0.005372,-0.000000,-0.005372,0.000000,-0.005805,-0.000433,-0.005372,0.000000,-0.007508,-0.002136
-9.081840,-0.007670,0.000000,-0.007670,0.000000,-0.008168,-0.000498,-0.007670,0.000000,-0.009843,-0.002173
-8.981200,-0.013005,-0.000000,-0.013005,0.000000,-0.013577,-0.000572,-0.013005,0.000000,-0.015215,-0.002210
-8.880550,-0.013188,0.000000,-0.013188,0.000000,-0.013843,-0.000655,-0.013188,0.000000,-0.015433,-0.002245
-8.779910,-0.013869,0.000000,-0.013869,0.000000,-0.014618,-0.000748,-0.013869,0.000000,-0.016149,-0.002279
-8.679270,-0.018961,0.000000,-0.018961,0.000000,-0.019815,-0.000854,-0.018961,0.000000,-0.021273,-0.002312
-8.578630,-0.021224,-0.000000,-0.021224,0.000000,-0.022196,-0.000972,-0.021224,0.000000,-0.023566,-0.002343
-8.477990,-0.020051,-0.000000,-0.020051,0.000000,-0.021155,-0.001104,-0.020051,0.000000,-0.022422,-0.002371
-8.377350,-0.017263,-0.000000,-0.017263,0.000000,-0.018515,-0.001253,-0.017263,0.000000,-0.019660,-0.002398
-8.276710,-0.007689,0.000000,-0.007689,0.000000,-0.009107,-0.001418,-0.007689,0.000000,-0.010111,-0.002422
-8.176070,0.000172,0.000000,0.000172,0.000000,-0.001430,-0.001602,0.000172,0.000000,-0.002270,-0.002442
-8.075430,0.005882,-0.000000,0.005882,0.000000,0.004076,-0.001806,0.005882,0.000000,0.003422,-0.002459
-7.974790,0.010741,-0.000000,0.010741,0.000000,0.008709,-0.002032,0.010741,0.000000,0.008268,-0.002473
-7.874140,0.009454,0.000000,0.009454,0.000000,0.007172,-0.002282,0.009454,0.000000,0.006972,-0.002482
-7.773500,0.005668,0.000000,0.005668,0.000000,0.003110,-0.002557,0.005668,0.000000,0.003181,-0.002486
-7.672860,0.001112,0.000000,0.001112,0.000000,-0.001748,-0.002860,0.001112,0.000000,-0.001373,-0.002485
-7.572220,-0.004685,-0.000000,-0.004685,0.000000,-0.007877,-0.003192,-0.004685,0.000000,-0.007163,-0.002478
-7.471580,-0.013005,0.000000,-0.013005,0.000000,-0.016561,-0.003556,-0.013005,0.000000,-0.015469,-0.002464
-7.370940,-0.017070,-0.000000,-0.017070,0.000000,-0.021023,-0.003952,-0.017070,0.000000,-0.019514,-0.002444
-7.270300,-0.011331,-0.000000,-0.011331,0.000000,-0.015714,-0.004384,-0.011330,0.000000,-0.013746,-0.002415
-7.169660,-0.005236,-0.000000,-0.005236,0.000000,-0.010088,-0.004852,-0.005236,0.000000,-0.007615,-0.002378
-7.069020,-0.000778,-0.000000,-0.000778,0.000000,-0.006136,-0.005358,-0.000778,0.000000,-0.003110,-0.002332
-6.968380,-0.000848,-0.000000,-0.000848,0.000000,-0.006753,-0.005905,-0.000848,0.000001,-0.003124,-0.002276
-6.867740,0.001197,0.000000,0.001197,0.000000,-0.005296,-0.006493,0.001198,0.000001,-0.001012,-0.002209
-6.767090,0.010330,0.000000,0.010330,0.000000,0.003207,-0.007124,0.010332,0.000001,0.008199,-0.002131
-6.666450,0.012424,0.000000,0.012424,0.000000,0.004626,-0.007798,0.012425,0.000001,0.010383,-0.002041
-6.565810,0.017118,0.000000,0.017118,0.000000,0.008601,-0.008517,0.017120,0.000002,0.015181,-0.001938
-6.465170,0.020100,-0.000000,0.020100,0.000000,0.010819,-0.009281,0.020103,0.000002,0.018279,-0.001821
-6.364530,0.008713,0.000000,0.008713,0.000000,-0.001376,-0.010089,0.008716,0.000003,0.007023,-0.001690
-6.263890,0.002745,-0.000000,0.002745,0.000000,-0.008197,-0.010942,0.002749,0.000004,0.001200,-0.001545
-6.163250,0.010298,-0.000000,0.010298,0.000000,-0.001541,-0.011839,0.010303,0.000005,0.008914,-0.001384
-6.062610,0.015143,-0.000000,0.015143,0.000000,0.002364,-0.012778,0.015149,0.000006,0.013935,-0.001207
-5.961970,0.007036,-0.000000,0.007036,0.000000,-0.006721,-0.013758,0.007044,0.000008,0.006021,-0.001015
-5.861330,0.004618,-0.000000,0.004618,0.000000,-0.010157,-0.014775,0.004628,0.000010,0.003811,-0.000806
-5.760680,0.016251,-0.000000,0.016251,0.000000,0.000423,-0.015828,0.016264,0.000013,0.015669,-0.000581
-5.660040,0.018020,0.000000,0.018020,0.000000,0.001108,-0.016912,0.018036,0.000016,0.017680,-0.000341
-5.559400,0.003922,0.000000,0.003922,0.000000,-0.014101,-0.018023,0.003942,0.000020,0.003838,-0.000084
-5.458760,-0.014743,0.000000,-0.014743,0.000000,-0.033900,-0.019157,-0.014717,0.000025,-0.014555,0.000188
-5.358120,-0.023967,-0.000000,-0.023967,0.000000,-0.044275,-0.020307,-0.023935,0.000032,-0.023492,0.000475
-5.257480,-0.011820,0.000000,-0.011820,0.000000,-0.033288,-0.021468,-0.011780,0.000040,-0.011045,0.000775
-5.156840,0.005141,0.000000,0.005141,0.000000,-0.017493,-0.022634,0.005191,0.000050,0.006230,0.001089
-5.056200,0.009582,-0.000000,0.009582,0.000000,-0.014214,-0.023796,0.009643,0.000061,0.010995,0.001413
-4.955560,0.007507,-0.000000,0.007507,0.000000,-0.017441,-0.024948,0.007583,0.000076,0.009254,0.001747
-4.854920,0.001311,0.000000,0.001311,0.000000,-0.024770,-0.026080,0.001404,0.000094,0.003399,0.002089
-4.754270,-0.014515,-0.000000,-0.014515,0.000000,-0.041701,-0.027186,-0.014400,0.000115,-0.012079,0.002436
-4.653630,-0.017209,-0.000000,-0.017209,0.000000,-0.045466,-0.028257,-0.017068,0.000141,-0.014422,0.002787
-4.552990,-0.001528,0.000000,-0.001528,0.000000,-0.030811,-0.029283,-0.001355,0.000173,0.001611,0.003139
-4.452350,0.000097,0.000000,0.000097,0.000000,-0.030160,-0.030257,0.000308,0.000211,0.003587,0.003490
-4.351710,-0.006854,0.000000,-0.006854,0.000000,-0.038023,-0.031169,-0.006598,0.000256,-0.003019,0.003836
-4.251070,-0.001759,0.000000,-0.001759,0.000000,-0.033770,-0.032012,-0.001449,0.000310,0.002415,0.004174
-4.150430,0.008714,-0.000000,0.008714,0.000000,-0.024063,-0.032777,0.009088,0.000374,0.013216,0.004501
-4.049790,0.004953,-0.000000,0.004953,0.000000,-0.028505,-0.033458,0.005403,0.000450,0.009768,0.004815
-3.949150,-0.001778,0.000000,-0.001778,0.000000,-0.035826,-0.034048,-0.001238,0.000540,0.003334,0.005112
-3.848510,0.001814,0.000000,0.001814,0.000000,-0.032727,-0.034541,0.002459,0.000645,0.007201,0.005388
-3.747870,0.001311,0.000000,0.001311,0.000000,-0.033619,-0.034931,0.002079,0.000768,0.006952,0.005640
-3.647220,-0.002865,-0.000000,-0.002865,0.000000,-0.038080,-0.035214,-0.001954,0.000911,0.003001,0.005866
-3.546580,-0.004448,0.000000,-0.004448,0.000000,-0.039835,-0.035387,-0.003370,0.001078,0.001614,0.006062
-3.445940,-0.005174,-0.000000,-0.005174,0.000000,-0.040621,-0.035448,-0.003903,0.001270,0.001051,0.006225
-3.345300,-0.005191,-0.000000,-0.005191,0.000000,-0.040586,-0.035395,-0.003700,0.001492,0.001161,0.006352
-3.244660,0.010242,0.000000,0.010242,0.000000,-0.024985,-0.035227,0.011987,0.001745,0.016683,0.006441
-3.144020,0.023073,0.000000,0.023073,0.000000,-0.011873,-0.034946,0.025108,0.002035,0.029562,0.006489
-3.043380,0.023550,-0.000000,0.023550,0.000000,-0.011003,-0.034553,0.025913,0.002363,0.030044,0.006494
-2.942740,0.030040,0.000000,0.030040,0.000000,-0.004010,-0.034050,0.032775,0.002734,0.036494,0.006454
-2.842100,0.021664,0.000000,0.021664,0.000000,-0.011777,-0.033441,0.024816,0.003152,0.028031,0.006367
-2.741460,0.000215,-0.000000,0.000215,0.000000,-0.032514,-0.032730,0.003835,0.003619,0.006447,0.006232
-2.640810,-0.009526,0.000000,-0.009526,0.000000,-0.041446,-0.031921,-0.005386,0.004140,-0.003479,0.006047
-2.540170,-0.015602,-0.000000,-0.015602,0.000000,-0.046622,-0.031019,-0.010887,0.004716,-0.009790,0.005812
-2.439530,-0.025853,0.000000,-0.025853,0.000000,-0.055885,-0.030031,-0.020504,0.005350,-0.020327,0.005526
-2.338890,-0.017003,0.000000,-0.017003,0.000000,-0.045966,-0.028963,-0.010959,0.006044,-0.011814,0.005190
-2.238250,0.006146,-0.000000,0.006147,0.000000,-0.021673,-0.027819,0.012945,0.006799,0.010948,0.004802
-2.137610,0.002040,-0.000000,0.002040,0.000000,-0.024567,-0.026608,0.009654,0.007614,0.006404,0.004364
-2.036970,-0.019280,0.000000,-0.019280,0.000000,-0.044614,-0.025334,-0.010792,0.008488,-0.015402,0.003878
-1.936330,-0.018854,0.000000,-0.018854,0.000000,-0.042858,-0.024004,-0.009437,0.009418,-0.015510,0.003344
-1.835690,-0.011265,-0.000000,-0.011265,0.000000,-0.033889,-0.022624,-0.000867,0.010398,-0.008499,0.002766
-1.735050,-0.016340,0.000000,-0.016340,0.000000,-0.037540,-0.021200,-0.004919,0.011421,-0.014194,0.002146
-1.634400,-0.013402,0.000000,-0.013402,0.000000,-0.033139,-0.019738,-0.000924,0.012478,-0.011914,0.001488
-1.533760,-0.001356,-0.000000,-0.001356,0.000000,-0.019597,-0.018241,0.012199,0.013555,-0.000559,0.000797
-1.433120,-0.001555,0.000000,-0.001554,0.000000,-0.018271,-0.016716,0.013083,0.014638,-0.001476,0.000079
-1.332480,-0.014942,0.000000,-0.014942,0.000001,-0.030108,-0.015166,0.000764,0.015706,-0.015601,-0.000659
-1.231840,-0.014396,0.000000,-0.014396,0.000001,-0.027991,-0.013595,0.002342,0.016738,-0.015806,-0.001410
-1.131200,0.004362,-0.000000,0.004363,0.000001,-0.007645,-0.012007,0.022070,0.017709,0.002198,-0.002164
-1.030560,-0.000633,0.000000,-0.000632,0.000001,-0.011038,-0.010404,0.017956,0.018589,-0.003545,-0.002911
-0.929920,-0.020400,-0.000000,-0.020398,0.000002,-0.029190,-0.008790,-0.001052,0.019348,-0.024041,-0.003641
-0.829280,-0.009814,0.000000,-0.009812,0.000002,-0.016982,-0.007168,0.010139,0.019953,-0.014156,-0.004342
-0.728640,0.009688,0.000000,0.009690,0.000003,0.004150,-0.005538,0.030056,0.020369,0.004687,-0.005001
-0.628000,0.000050,0.000000,0.000054,0.000003,-0.003853,-0.003903,0.020611,0.020561,-0.005555,-0.005605
-0.527350,-0.006008,-0.000000,-0.006003,0.000004,-0.008272,-0.002265,0.014488,0.020496,-0.012151,-0.006143
-0.426710,-0.000194,-0.000000,-0.000189,0.000006,-0.000819,-0.000625,0.019950,0.020145,-0.006796,-0.006602
-0.326070,-0.000777,0.000000,-0.000770,0.000007,0.000238,0.001016,0.018702,0.019480,-0.007749,-0.006972
-0.225430,0.014933,-0.000000,0.014942,0.000009,0.017588,0.002655,0.033415,0.018481,0.007689,-0.007244
-0.124790,0.021275,0.000000,0.021286,0.000011,0.025566,0.004291,0.038413,0.017138,0.013863,-0.007412
-0.024150,0.000490,0.000000,0.000504,0.000014,0.006413,0.005923,0.015937,0.015447,-0.006982,-0.007472
0.076490,-0.023290,-0.000000,-0.023272,0.000018,-0.015741,0.007549,-0.009874,0.013416,-0.030714,-0.007424
0.177130,-0.020903,-0.000000,-0.020881,0.000022,-0.011736,0.009167,-0.009840,0.011063,-0.028175,-0.007272
0.277770,0.013721,0.000000,0.013748,0.000027,0.024495,0.010774,0.022136,0.008416,0.006698,-0.007022
0.378410,0.037303,-0.000000,0.037337,0.000034,0.049672,0.012369,0.042818,0.005515,0.030618,-0.006685
0.479060,0.015343,0.000000,0.015385,0.000042,0.029290,0.013947,0.017749,0.002406,0.009069,-0.006274
0.579700,-0.009370,-0.000000,-0.009318,0.000052,0.006137,0.015506,-0.010226,-0.000856,-0.015174,-0.005804
0.680340,0.004383,0.000000,0.004447,0.000063,0.021425,0.017042,0.000169,-0.004215,-0.000909,-0.005293
0.780980,0.002967,0.000000,0.003045,0.000078,0.021517,0.018550,-0.004644,-0.007611,-0.001790,-0.004757
0.881620,-0.010858,0.000000,-0.010764,0.000095,0.009168,0.020026,-0.021848,-0.010990,-0.015072,-0.004214
0.982260,0.003396,0.000000,0.003511,0.000115,0.024861,0.021465,-0.010902,-0.014298,-0.000283,-0.003679
1.082900,0.021332,-0.000000,0.021471,0.000139,0.044192,0.022860,0.003842,-0.017490,0.018166,-0.003166
1.183540,0.025392,-0.000000,0.025560,0.000168,0.049599,0.024207,0.004863,-0.020529,0.022706,-0.002686
1.284180,0.006853,-0.000000,0.007055,0.000202,0.032352,0.025499,-0.016532,-0.023385,0.004607,-0.002246
1.384820,-0.033519,-0.000000,-0.033276,0.000243,-0.006790,0.026730,-0.059557,-0.026038,-0.035373,-0.001853
1.485470,-0.067835,0.000000,-0.067544,0.000291,-0.039943,0.027892,-0.096311,-0.028477,-0.069344,-0.001509
1.586110,-0.070275,-0.000000,-0.069928,0.000346,-0.041296,0.028979,-0.100970,-0.030695,-0.071487,-0.001212
1.686750,-0.035907,-0.000000,-0.035495,0.000412,-0.005923,0.029984,-0.068601,-0.032694,-0.036869,-0.000962
1.787390,0.003537,-0.000000,0.004025,0.000488,0.034438,0.030900,-0.030943,-0.034480,0.002783,-0.000755
1.888030,0.016684,0.000000,0.017261,0.000576,0.048406,0.031722,-0.019376,-0.036061,0.016099,-0.000586
1.988670,0.001762,0.000000,0.002441,0.000678,0.034204,0.032442,-0.035684,-0.037446,0.001312,-0.000450
2.089310,-0.008983,-0.000000,-0.008187,0.000796,0.024072,0.033055,-0.047630,-0.038647,-0.009325,-0.000343
2.189950,0.017631,-0.000000,0.018561,0.000930,0.051187,0.033556,-0.022044,-0.039675,0.017372,-0.000259
2.290590,0.020602,0.000000,0.021686,0.001084,0.054542,0.033941,-0.019939,-0.040541,0.020408,-0.000194
2.391230,-0.012556,0.000000,-0.011297,0.001259,0.021649,0.034205,-0.053810,-0.041254,-0.012701,-0.000145
2.491870,-0.028362,-0.000000,-0.026905,0.001457,0.005986,0.034348,-0.070186,-0.041824,-0.028469,-0.000107
2.592520,-0.049048,-0.000000,-0.047367,0.001681,-0.014682,0.034366,-0.091309,-0.042261,-0.049128,-0.000079
2.693160,-0.052131,-0.000000,-0.050200,0.001932,-0.017871,0.034260,-0.094705,-0.042574,-0.052190,-0.000059
2.793800,-0.020062,0.000000,-0.017850,0.002213,0.013968,0.034030,-0.062834,-0.042772,-0.020106,-0.000043
2.894440,-0.002026,-0.000000,0.000499,0.002525,0.031652,0.033679,-0.044890,-0.042864,-0.002058,-0.000032
2.995080,-0.008583,-0.000000,-0.005711,0.002872,0.024625,0.033209,-0.051443,-0.042860,-0.008607,-0.000024
3.095720,-0.007469,-0.000000,-0.004215,0.003254,0.025155,0.032624,-0.050239,-0.042770,-0.007487,-0.000018
3.196360,-0.002422,-0.000000,0.001251,0.003673,0.029509,0.031931,-0.045027,-0.042605,-0.002435,-0.000013
3.297000,0.003397,-0.000000,0.007528,0.004130,0.034534,0.031136,-0.038978,-0.042375,0.003388,-0.000010
3.397640,0.024152,0.000000,0.028779,0.004627,0.054399,0.030247,-0.017940,-0.042092,0.024144,-0.000007
3.498280,0.026541,-0.000000,0.031704,0.005163,0.055813,0.029272,-0.015225,-0.041766,0.026536,-0.000006
3.598930,0.021327,0.000000,0.027065,0.005738,0.049548,0.028221,-0.020081,-0.041409,0.021323,-0.000004
3.699570,0.018573,-0.000000,0.024924,0.006351,0.045677,0.027104,-0.022458,-0.041031,0.018570,-0.000003
3.800210,0.015855,-0.000000,0.022857,0.007002,0.041786,0.025931,-0.024788,-0.040643,0.015853,-0.000002
3.900850,0.036567,-0.000000,0.044253,0.007686,0.061281,0.024714,-0.003687,-0.040254,0.036565,-0.000002
4.001490,0.062493,-0.000000,0.070894,0.008402,0.085955,0.023463,0.022620,-0.039872,0.062491,-0.000001
4.102130,0.070120,-0.000000,0.079264,0.009144,0.092309,0.022189,0.030616,-0.039504,0.070119,-0.000001
4.202770,0.032758,-0.000000,0.042666,0.009908,0.053662,0.020904,-0.006396,-0.039154,0.032757,-0.000001
4.303410,-0.013851,-0.000000,-0.003163,0.010688,0.005767,0.019618,-0.052678,-0.038827,-0.013852,-0.000001
4.404050,-0.009303,-0.000000,0.002173,0.011476,0.009037,0.018340,-0.047826,-0.038523,-0.009304,-0.000000
4.504690,0.014980,-0.000000,0.027245,0.012265,0.032061,0.017081,-0.023261,-0.038241,0.014980,-0.000000
4.605340,0.031452,-0.000000,0.044499,0.013047,0.047301,0.015848,-0.006527,-0.037979,0.031452,0.000000
4.705980,0.032363,-0.000000,0.046176,0.013813,0.047013,0.014650,-0.005369,-0.037733,0.032364,0.000000
4.806620,0.015642,-0.000000,0.030194,0.014552,0.029136,0.013493,-0.021853,-0.037495,0.015643,0.000001
4.907260,0.003968,-0.000001,0.019224,0.015255,0.016352,0.012383,-0.033290,-0.037259,0.003970,0.000001
5.007900,0.001400,-0.000003,0.017316,0.015913,0.012727,0.011324,-0.035611,-0.037014,0.001405,0.000002
5.108540,0.007773,-0.000010,0.024298,0.016515,0.018104,0.010321,-0.028968,-0.036751,0.007785,0.000002
5.209180,0.034565,-0.000031,0.051648,0.017053,0.043971,0.009375,-0.001864,-0.036459,0.034598,0.000003
5.309820,0.039894,-0.000084,0.057495,0.017518,0.048467,0.008489,0.003850,-0.036127,0.039981,0.000004
5.410460,0.015433,-0.000215,0.033550,0.017902,0.023311,0.007663,-0.020098,-0.035746,0.015653,0.000005
5.511100,0.002953,-0.000515,0.021666,0.018198,0.010365,0.006898,-0.031838,-0.035305,0.003474,0.000007
5.611740,-0.011049,-0.001151,0.008505,0.018402,-0.003706,0.006191,-0.044693,-0.034796,-0.009888,0.000009
5.712390,-0.009617,-0.002402,0.011294,0.018509,-0.001672,0.005542,-0.041426,-0.034211,-0.007203,0.000012
5.813030,0.000575,-0.004667,0.023759,0.018517,0.010192,0.004950,-0.028304,-0.033547,0.005259,0.000016
5.913670,-0.019884,-0.008429,0.006969,0.018424,-0.007045,0.004410,-0.044253,-0.032798,-0.011433,0.000022
6.014310,-0.034690,-0.014105,-0.002355,0.018231,-0.016664,0.003921,-0.052550,-0.031965,-0.020556,0.000029
6.114950,-0.014016,-0.021788,0.025711,0.017939,0.011252,0.003480,-0.023277,-0.031049,0.007811,0.000039
6.215590,0.010378,-0.030925,0.058856,0.017553,0.044386,0.003083,0.011251,-0.030053,0.041356,0.000053
6.316230,-0.014014,-0.040111,0.043174,0.017076,0.028825,0.002728,-0.002885,-0.028983,0.026168,0.000070
6.416870,-0.066727,-0.047239,-0.002974,0.016513,-0.017078,0.002410,-0.047336,-0.027849,-0.019394,0.000093
6.517510,-0.074732,-0.050091,-0.008770,0.015870,-0.022515,0.002126,-0.051302,-0.026661,-0.024518,0.000123
6.618150,-0.060879,-0.047148,0.001425,0.015155,-0.011856,0.001874,-0.039161,-0.025431,-0.013568,0.000162
6.718800,-0.068649,-0.038156,-0.016119,0.014374,-0.028842,0.001651,-0.054668,-0.024175,-0.030281,0.000212
6.819440,-0.053202,-0.024146,-0.015523,0.013534,-0.027603,0.001453,-0.051966,-0.022909,-0.028782,0.000274
6.920080,-0.007470,-0.007013,0.012184,0.012642,0.000822,0.001279,-0.022108,-0.021651,-0.000105,0.000353
7.020720,0.012119,0.010981,0.012843,0.011705,0.002263,0.001125,-0.019281,-0.020419,0.001588,0.000450
7.121360,0.013782,0.027526,-0.003014,0.010730,-0.012754,0.000989,-0.032975,-0.019231,-0.013176,0.000567
7.222000,0.021571,0.040476,-0.009183,0.009722,-0.018035,0.000870,-0.037013,-0.018108,-0.018196,0.000709
7.322640,0.033946,0.048161,-0.005527,0.008688,-0.013450,0.000765,-0.031279,-0.017065,-0.013338,0.000877
7.423280,0.041525,0.049830,-0.000673,0.007632,-0.007632,0.000673,-0.024423,-0.016118,-0.007231,0.001074
7.523920,0.032869,0.045992,-0.006564,0.006559,-0.012531,0.000592,-0.028405,-0.015282,-0.011823,0.001300
7.624560,0.034971,0.038314,0.002128,0.005472,-0.002823,0.000521,-0.017910,-0.014566,-0.001786,0.001557
7.725210,0.039330,0.029015,0.014689,0.004374,0.010773,0.000458,-0.003663,-0.013977,0.012159,0.001845
7.825850,0.021939,0.020090,0.005118,0.003269,0.002253,0.000404,-0.011668,-0.013518,0.004012,0.002163
7.926490,0.011762,0.012781,0.001140,0.002159,-0.000663,0.000355,-0.014205,-0.013186,0.001489,0.002508
8.027130,0.003868,0.007503,-0.002591,0.001045,-0.003322,0.000313,-0.016612,-0.012977,-0.000757,0.002879
8.127770,-0.015120,0.004080,-0.019270,-0.000070,-0.018924,0.000276,-0.032079,-0.012879,-0.015929,0.003271
8.228410,-0.020404,0.002060,-0.023650,-0.001186,-0.022221,0.000243,-0.035345,-0.012881,-0.018784,0.003680
8.329050,-0.013099,0.000968,-0.016366,-0.002299,-0.013852,0.000214,-0.027031,-0.012965,-0.009965,0.004101
8.429690,0.007118,0.000424,0.003285,-0.003409,0.006883,0.000189,-0.006420,-0.013114,0.011224,0.004529
8.530330,0.020335,0.000173,0.015648,-0.004513,0.020328,0.000167,0.006853,-0.013308,0.025120,0.004959
8.630970,0.001859,0.000066,-0.003816,-0.005609,0.001940,0.000147,-0.011735,-0.013529,0.007177,0.005384
8.731620,-0.019092,0.000023,-0.025810,-0.006695,-0.018985,0.000130,-0.032871,-0.013756,-0.013315,0.005800
8.832260,-0.018008,0.000008,-0.025782,-0.007766,-0.017901,0.000114,-0.031987,-0.013971,-0.011815,0.006201
8.932900,-0.001353,0.000002,-0.010175,-0.008820,-0.001255,0.000101,-0.015514,-0.014159,0.005227,0.006583
9.033540,0.012392,0.000001,0.002540,-0.009851,0.012479,0.000088,-0.001913,-0.014304,0.019332,0.006941
9.134180,0.018236,0.000000,0.007381,-0.010855,0.018314,0.000078,0.003840,-0.014396,0.025508,0.007272
9.234820,0.011012,0.000000,-0.000814,-0.011825,0.011080,0.000068,-0.003413,-0.014425,0.018585,0.007573
9.335460,0.006715,0.000000,-0.006042,-0.012757,0.006775,0.000060,-0.007669,-0.014384,0.014556,0.007841
9.436100,0.018041,0.000000,0.004399,-0.013643,0.018094,0.000053,0.003771,-0.014270,0.026115,0.008074
9.536740,0.021537,0.000000,0.007062,-0.014476,0.021583,0.000046,0.007456,-0.014081,0.029808,0.008271
9.637380,0.014489,0.000000,-0.000760,-0.015249,0.014529,0.000040,0.000672,-0.013817,0.022919,0.008430
9.738020,0.001772,0.000000,-0.014183,-0.015956,0.001807,0.000035,-0.011710,-0.013482,0.010324,0.008552
9.838670,-0.006666,0.000000,-0.023255,-0.016588,-0.006636,0.000030,-0.019746,-0.013079,0.001969,0.008636
9.939310,-0.012559,0.000000,-0.029700,-0.017141,-0.012533,0.000026,-0.025175,-0.012615,-0.003877,0.008682
10.039950,-0.026170,0.000000,-0.043777,-0.017607,-0.026147,0.000023,-0.038267,-0.012097,-0.017478,0.008692
10.140590,-0.021112,0.000000,-0.039093,-0.017981,-0.021092,0.000020,-0.032644,-0.011533,-0.012444,0.008667
10.241230,-0.001782,0.000000,-0.020043,-0.018260,-0.001765,0.000017,-0.012713,-0.010931,0.006826,0.008609
10.341870,0.006279,-0.000000,-0.012162,-0.018441,0.006294,0.000015,-0.004021,-0.010300,0.014797,0.008519
10.442510,0.004874,-0.000000,-0.013647,-0.018521,0.004887,0.000013,-0.004775,-0.009649,0.013274,0.008399
10.543150,0.001899,0.000000,-0.016602,-0.018501,0.001909,0.000011,-0.007089,-0.008987,0.010152,0.008254
10.643790,-0.009240,-0.000000,-0.027622,-0.018382,-0.009231,0.000009,-0.017563,-0.008323,-0.001156,0.008084
10.744430,-0.020246,-0.000000,-0.038412,-0.018166,-0.020239,0.000008,-0.027910,-0.007664,-0.012353,0.007893
10.845080,-0.004531,0.000000,-0.022389,-0.017858,-0.004524,0.000007,-0.011548,-0.007017,0.003154,0.007685
10.945720,-0.003195,-0.000000,-0.020658,-0.017463,-0.003189,0.000006,-0.009584,-0.006389,0.004267,0.007462
11.046360,-0.022154,0.000000,-0.039143,-0.016989,-0.022150,0.000005,-0.027940,-0.005785,-0.014927,0.007227
11.147000,-0.023700,0.000000,-0.040142,-0.016443,-0.023696,0.000004,-0.028910,-0.005210,-0.016716,0.006984
11.247640,-0.015246,-0.000000,-0.031079,-0.015833,-0.015243,0.000003,-0.019913,-0.004666,-0.008512,0.006735
11.348280,0.004008,0.000000,-0.011160,-0.015169,0.004011,0.000003,-0.000149,-0.004158,0.010491,0.006483
11.448920,0.018511,0.000000,0.004051,-0.014460,0.018514,0.000002,0.014826,-0.003685,0.024742,0.006230
11.549560,0.011494,0.000000,-0.002223,-0.013717,0.011496,0.000002,0.008245,-0.003249,0.017474,0.005980
11.650200,-0.004015,0.000000,-0.016964,-0.012949,-0.004013,0.000002,-0.006866,-0.002851,0.001719,0.005734
11.750840,-0.014942,0.000000,-0.027107,-0.012166,-0.014940,0.000001,-0.017431,-0.002489,-0.009449,0.005493
11.851490,-0.015381,0.000000,-0.026757,-0.011376,-0.015380,0.000001,-0.017544,-0.002163,-0.010122,0.005259
11.952130,-0.009479,0.000000,-0.020067,-0.010588,-0.009478,0.000001,-0.011349,-0.001871,-0.004444,0.005034
12.052770,-0.005645,0.000000,-0.015456,-0.009810,-0.005645,0.000001,-0.007256,-0.001611,-0.000827,0.004819
12.153410,-0.006506,0.000000,-0.015555,-0.009049,-0.006505,0.000001,-0.007886,-0.001380,-0.001893,0.004613
12.254050,-0.013131,0.000000,-0.021441,-0.008310,-0.013131,0.000000,-0.014309,-0.001178,-0.008713,0.004418
12.354690,-0.017650,-0.000000,-0.025248,-0.007598,-0.017649,0.000000,-0.018651,-0.001001,-0.013416,0.004234
12.455330,-0.009174,-0.000000,-0.016092,-0.006918,-0.009174,0.000000,-0.010022,-0.000847,-0.005114,0.004061
12.555970,-0.000193,0.000000,-0.006465,-0.006272,-0.000193,0.000000,-0.000907,-0.000714,0.003705,0.003898
12.656610,-0.000623,0.000000,-0.006286,-0.005663,-0.000623,0.000000,-0.001223,-0.000600,0.003123,0.003746
